job_id,basic_requirement,professional_skill,professional_quality,job_name,job_name
738,0,5,0,测试工程师,测试工程师
739,0,0,0,C/C++,C/C++
740,0,0,0,技术支持工程师,技术支持工程师
741,2,1,0,测试工程师,测试工程师
742,0,0,0,实施工程师,实施工程师
743,2,2,6,科研人员,科研人员
744,3,2,5,技术支持工程师,技术支持工程师
745,0,2,0,软件测试,软件测试
746,2,0,1,科研人员,科研人员
747,0,4,4,技术支持工程师,技术支持工程师
748,2,13,6,前端开发,前端开发
749,0,3,0,软件测试,软件测试
750,2,3,5,技术支持工程师,技术支持工程师
751,2,1,5,实施工程师,实施工程师
752,2,5,5,实施工程师,实施工程师
753,0,0,0,实施工程师,实施工程师
754,2,2,3,技术支持工程师,技术支持工程师
755,0,0,0,Java,Java
756,0,17,3,软件测试,软件测试
757,0,21,0,软件测试,软件测试
758,0,14,0,Java,Java
759,2,1,0,测试工程师,测试工程师
760,4,8,5,C/C++,C/C++
761,2,1,0,测试工程师,测试工程师
762,1,1,0,前端开发,前端开发
763,2,2,5,实施工程师,实施工程师
764,0,0,0,技术支持工程师,技术支持工程师
765,2,3,2,硬件测试,硬件测试
766,0,0,0,测试工程师,测试工程师
767,4,9,0,软件测试,软件测试
768,2,3,6,测试工程师,测试工程师
769,2,10,0,Java,Java
770,0,21,0,Java,Java
771,0,0,0,前端开发,前端开发
772,0,0,0,C/C++,C/C++
773,0,17,0,Java,Java
774,2,1,0,技术支持工程师,技术支持工程师
775,2,6,0,C/C++,C/C++
776,0,1,0,技术支持工程师,技术支持工程师
777,0,7,5,Java,Java
778,2,5,3,硬件测试,硬件测试
779,2,2,0,科研人员,科研人员
780,0,1,0,Java,Java
781,2,0,5,科研人员,科研人员
782,2,3,2,硬件测试,硬件测试
783,2,11,0,C/C++,C/C++
784,0,21,3,C/C++,C/C++
785,0,4,0,C/C++,C/C++
786,2,33,4,C/C++,C/C++
787,1,1,6,硬件测试,硬件测试
788,2,2,0,科研人员,科研人员
789,0,7,4,软件测试,软件测试
790,2,2,0,科研人员,科研人员
791,2,1,1,科研人员,科研人员
792,0,6,3,测试工程师,测试工程师
793,2,2,2,科研人员,科研人员
794,2,13,0,C/C++,C/C++
795,3,3,4,技术支持工程师,技术支持工程师
796,0,3,3,技术支持工程师,技术支持工程师
797,2,3,0,硬件测试,硬件测试
798,2,1,0,软件测试,软件测试
799,2,11,3,Java,Java
800,2,4,0,Java,Java
801,2,3,1,科研人员,科研人员
802,2,4,0,Java,Java
803,0,5,1,测试工程师,测试工程师
804,0,1,0,科研人员,科研人员
805,0,0,4,科研人员,科研人员
806,0,1,0,技术支持工程师,技术支持工程师
807,3,4,5,硬件测试,硬件测试
808,2,7,4,C/C++,C/C++
809,0,0,0,硬件测试,硬件测试
810,0,23,0,Java,Java
811,2,7,0,实施工程师,实施工程师
812,0,4,4,C/C++,C/C++
813,0,0,0,技术支持工程师,技术支持工程师
814,0,2,0,实施工程师,实施工程师
815,0,1,0,技术支持工程师,技术支持工程师
816,2,1,0,软件测试,软件测试
817,0,1,0,技术支持工程师,技术支持工程师
818,0,0,0,测试工程师,测试工程师
819,2,4,3,硬件测试,硬件测试
820,2,6,2,测试工程师,测试工程师
821,4,3,3,科研人员,科研人员
822,0,14,4,前端开发,前端开发
823,2,2,2,硬件测试,硬件测试
824,0,10,6,测试工程师,测试工程师
825,0,1,2,实施工程师,实施工程师
826,2,2,3,实施工程师,实施工程师
827,3,0,4,实施工程师,实施工程师
828,0,0,0,技术支持工程师,技术支持工程师
829,2,1,0,科研人员,科研人员
830,0,9,4,C/C++,C/C++
831,0,21,0,Java,Java
832,0,13,0,C/C++,C/C++
833,2,1,0,软件测试,软件测试
834,0,17,0,Java,Java
835,2,13,2,前端开发,前端开发
836,3,1,0,技术支持工程师,技术支持工程师
837,4,1,0,科研人员,科研人员
838,2,5,5,实施工程师,实施工程师
839,2,9,8,技术支持工程师,技术支持工程师
840,0,4,3,实施工程师,实施工程师
841,2,1,0,技术支持工程师,技术支持工程师
842,2,9,4,C/C++,C/C++
843,0,15,7,软件测试,软件测试
844,0,1,0,技术支持工程师,技术支持工程师
845,0,2,0,软件测试,软件测试
846,2,21,6,Java,Java
847,2,10,0,C/C++,C/C++
848,2,2,2,实施工程师,实施工程师
849,2,0,0,软件测试,软件测试
850,0,3,0,C/C++,C/C++
851,0,0,0,科研人员,科研人员
852,0,0,0,科研人员,科研人员
853,0,5,6,实施工程师,实施工程师
854,0,5,1,软件测试,软件测试
855,2,9,11,实施工程师,实施工程师
856,4,17,2,Java,Java
857,0,3,0,技术支持工程师,技术支持工程师
858,2,1,2,科研人员,科研人员
859,0,3,0,实施工程师,实施工程师
860,0,9,0,前端开发,前端开发
861,0,0,0,实施工程师,实施工程师
862,2,4,0,技术支持工程师,技术支持工程师
863,0,5,1,测试工程师,测试工程师
864,2,10,0,Java,Java
865,0,13,0,Java,Java
866,0,13,0,Java,Java
867,2,1,0,技术支持工程师,技术支持工程师
868,2,2,4,实施工程师,实施工程师
869,0,0,0,Java,Java
870,0,1,0,软件测试,软件测试
871,0,16,4,Java,Java
872,2,8,2,C/C++,C/C++
873,2,3,5,测试工程师,测试工程师
874,0,0,0,技术支持工程师,技术支持工程师
875,4,2,1,实施工程师,实施工程师
876,0,7,0,C/C++,C/C++
877,0,21,0,Java,Java
878,0,12,0,测试工程师,测试工程师
879,2,3,0,C/C++,C/C++
880,0,0,0,硬件测试,硬件测试
881,0,2,0,Java,Java
882,2,2,0,科研人员,科研人员
883,2,0,1,科研人员,科研人员
884,2,4,2,测试工程师,测试工程师
885,2,10,0,Java,Java
886,0,3,0,测试工程师,测试工程师
887,0,3,0,技术支持工程师,技术支持工程师
888,2,4,4,测试工程师,测试工程师
889,4,2,2,科研人员,科研人员
890,0,0,0,测试工程师,测试工程师
891,0,11,3,Java,Java
892,2,5,2,Java,Java
893,0,0,0,软件测试,软件测试
894,0,3,0,实施工程师,实施工程师
895,1,3,0,技术支持工程师,技术支持工程师
896,0,8,1,前端开发,前端开发
897,2,14,2,C/C++,C/C++
898,0,1,2,技术支持工程师,技术支持工程师
899,0,4,0,测试工程师,测试工程师
900,0,14,0,前端开发,前端开发
901,0,11,0,Java,Java
902,2,5,4,C/C++,C/C++
903,0,13,1,Java,Java
904,2,1,2,科研人员,科研人员
905,2,3,5,硬件测试,硬件测试
906,2,0,0,科研人员,科研人员
907,2,8,0,科研人员,科研人员
908,0,0,0,C/C++,C/C++
909,0,1,0,Java,Java
910,2,11,5,软件测试,软件测试
911,2,8,3,Java,Java
912,2,7,0,C/C++,C/C++
913,2,1,5,科研人员,科研人员
914,0,5,0,科研人员,科研人员
915,2,1,7,科研人员,科研人员
916,2,1,0,测试工程师,测试工程师
917,2,2,4,测试工程师,测试工程师
918,2,19,5,Java,Java
919,0,0,0,硬件测试,硬件测试
920,2,12,3,C/C++,C/C++
921,2,9,6,C/C++,C/C++
922,0,5,1,测试工程师,测试工程师
923,2,1,0,软件测试,软件测试
924,2,0,0,科研人员,科研人员
925,2,2,7,技术支持工程师,技术支持工程师
926,0,10,3,测试工程师,测试工程师
927,0,3,0,实施工程师,实施工程师
928,2,4,2,实施工程师,实施工程师
929,2,3,1,硬件测试,硬件测试
930,1,1,8,技术支持工程师,技术支持工程师
931,0,20,0,前端开发,前端开发
932,0,1,0,前端开发,前端开发
933,0,14,0,Java,Java
934,0,6,0,硬件测试,硬件测试
935,2,3,2,科研人员,科研人员
936,0,11,2,Java,Java
937,0,21,0,Java,Java
938,3,1,4,技术支持工程师,技术支持工程师
939,0,7,4,软件测试,软件测试
940,2,4,7,实施工程师,实施工程师
941,0,0,0,技术支持工程师,技术支持工程师
942,0,8,0,C/C++,C/C++
943,0,7,5,技术支持工程师,技术支持工程师
944,2,5,7,测试工程师,测试工程师
945,2,7,2,科研人员,科研人员
946,0,2,0,测试工程师,测试工程师
947,0,0,0,实施工程师,实施工程师
948,0,0,0,实施工程师,实施工程师
949,2,4,4,Java,Java
950,4,0,0,实施工程师,实施工程师
951,2,7,7,技术支持工程师,技术支持工程师
952,0,0,0,Java,Java
953,0,2,2,测试工程师,测试工程师
954,2,2,0,科研人员,科研人员
955,2,4,4,技术支持工程师,技术支持工程师
956,0,21,0,Java,Java
957,3,6,2,测试工程师,测试工程师
958,0,2,1,技术支持工程师,技术支持工程师
959,0,21,0,Java,Java
960,0,0,0,实施工程师,实施工程师
961,2,1,0,测试工程师,测试工程师
962,2,5,7,测试工程师,测试工程师
963,0,7,4,软件测试,软件测试
964,2,10,4,Java,Java
965,2,0,0,科研人员,科研人员
966,4,2,3,科研人员,科研人员
967,0,3,0,技术支持工程师,技术支持工程师
968,0,2,0,技术支持工程师,技术支持工程师
969,3,3,2,科研人员,科研人员
970,0,11,2,Java,Java
971,0,2,0,前端开发,前端开发
972,0,5,0,硬件测试,硬件测试
973,0,0,0,技术支持工程师,技术支持工程师
974,0,7,2,C/C++,C/C++
975,0,1,0,技术支持工程师,技术支持工程师
976,2,0,2,科研人员,科研人员
977,2,2,5,技术支持工程师,技术支持工程师
978,0,1,0,实施工程师,实施工程师
979,0,4,1,实施工程师,实施工程师
980,4,4,1,技术支持工程师,技术支持工程师
981,2,1,5,科研人员,科研人员
982,2,1,0,科研人员,科研人员
983,0,3,0,软件测试,软件测试
984,0,4,1,实施工程师,实施工程师
985,0,16,4,前端开发,前端开发
986,0,8,1,C/C++,C/C++
987,0,4,0,软件测试,软件测试
988,2,4,2,实施工程师,实施工程师
989,0,3,0,实施工程师,实施工程师
990,0,0,0,科研人员,科研人员
991,0,3,0,实施工程师,实施工程师
992,4,8,2,技术支持工程师,技术支持工程师
993,1,1,0,技术支持工程师,技术支持工程师
994,2,11,3,Java,Java
995,0,3,4,实施工程师,实施工程师
996,0,8,1,前端开发,前端开发
997,0,5,7,测试工程师,测试工程师
998,0,1,0,实施工程师,实施工程师
999,0,15,1,前端开发,前端开发
1000,0,3,0,技术支持工程师,技术支持工程师
1001,0,0,0,Java,Java
1002,0,0,0,技术支持工程师,技术支持工程师
1003,0,5,0,测试工程师,测试工程师
1004,3,1,0,技术支持工程师,技术支持工程师
1005,0,1,0,硬件测试,硬件测试
1006,0,6,3,实施工程师,实施工程师
1007,0,4,5,软件测试,软件测试
1008,0,18,0,Java,Java
1009,0,17,5,Java,Java
1010,0,0,0,实施工程师,实施工程师
1011,0,1,0,技术支持工程师,技术支持工程师
1012,2,10,10,前端开发,前端开发
1013,0,2,0,前端开发,前端开发
1014,0,3,0,实施工程师,实施工程师
1015,0,3,0,技术支持工程师,技术支持工程师
1016,2,2,7,技术支持工程师,技术支持工程师
1017,0,3,5,测试工程师,测试工程师
1018,0,0,0,实施工程师,实施工程师
1019,2,0,7,技术支持工程师,技术支持工程师
1020,2,1,1,科研人员,科研人员
1021,2,1,0,测试工程师,测试工程师
1022,0,3,0,测试工程师,测试工程师
1023,0,4,1,实施工程师,实施工程师
1024,4,0,0,科研人员,科研人员
1025,0,0,0,软件测试,软件测试
1026,2,0,0,测试工程师,测试工程师
1027,2,0,0,科研人员,科研人员
1028,2,3,0,测试工程师,测试工程师
1029,0,13,0,C/C++,C/C++
1030,4,1,3,测试工程师,测试工程师
1031,2,2,5,实施工程师,实施工程师
1032,2,8,2,科研人员,科研人员
1033,2,0,0,测试工程师,测试工程师
1034,2,9,0,Java,Java
1035,0,5,0,硬件测试,硬件测试
1036,2,13,6,Java,Java
1037,0,5,0,硬件测试,硬件测试
1038,2,27,1,前端开发,前端开发
1039,2,4,0,Java,Java
1040,0,1,0,实施工程师,实施工程师
1041,0,0,0,科研人员,科研人员
1042,2,3,9,实施工程师,实施工程师
1043,2,3,6,技术支持工程师,技术支持工程师
1044,2,3,5,Java,Java
1045,0,7,0,Java,Java
1046,2,5,0,硬件测试,硬件测试
1047,2,13,1,C/C++,C/C++
1048,0,5,3,测试工程师,测试工程师
1049,0,3,0,软件测试,软件测试
1050,0,7,0,Java,Java
1051,0,1,0,技术支持工程师,技术支持工程师
1052,2,1,0,软件测试,软件测试
1053,0,2,0,技术支持工程师,技术支持工程师
1054,1,3,3,实施工程师,实施工程师
1055,2,1,0,Java,Java
1056,0,0,0,实施工程师,实施工程师
1057,2,1,0,软件测试,软件测试
1058,0,9,0,C/C++,C/C++
1059,2,1,6,硬件测试,硬件测试
1060,2,14,4,Java,Java
1061,2,4,2,实施工程师,实施工程师
1062,2,5,6,测试工程师,测试工程师
1063,1,1,7,技术支持工程师,技术支持工程师
1064,0,0,0,前端开发,前端开发
1065,2,14,5,C/C++,C/C++
1066,2,3,0,实施工程师,实施工程师
1067,2,6,5,实施工程师,实施工程师
1068,0,0,0,软件测试,软件测试
1069,2,12,0,Java,Java
1070,2,5,5,实施工程师,实施工程师
1071,0,2,0,软件测试,软件测试
1072,0,15,1,Java,Java
1073,2,3,3,软件测试,软件测试
1074,0,0,0,科研人员,科研人员
1075,0,4,0,实施工程师,实施工程师
1076,2,22,2,Java,Java
1077,0,15,3,前端开发,前端开发
1078,0,3,0,测试工程师,测试工程师
1079,0,1,0,实施工程师,实施工程师
1080,0,1,6,测试工程师,测试工程师
1081,2,4,2,技术支持工程师,技术支持工程师
1082,0,2,0,实施工程师,实施工程师
1083,2,3,0,科研人员,科研人员
1084,2,16,4,前端开发,前端开发
1085,0,0,0,测试工程师,测试工程师
1086,2,1,0,软件测试,软件测试
1087,0,4,1,测试工程师,测试工程师
1088,0,3,0,实施工程师,实施工程师
1089,2,2,2,实施工程师,实施工程师
1090,2,15,1,C/C++,C/C++
1091,0,2,0,软件测试,软件测试
1092,0,0,0,科研人员,科研人员
1093,2,10,4,Java,Java
1094,2,1,2,测试工程师,测试工程师
1095,0,5,0,C/C++,C/C++
1096,0,16,1,Java,Java
1097,0,2,0,实施工程师,实施工程师
1098,2,3,0,技术支持工程师,技术支持工程师
1099,0,3,0,软件测试,软件测试
1100,0,2,0,测试工程师,测试工程师
1101,0,5,1,Java,Java
1102,0,1,2,技术支持工程师,技术支持工程师
1103,2,1,1,科研人员,科研人员
1104,2,6,2,硬件测试,硬件测试
1105,2,16,3,Java,Java
1106,2,8,0,软件测试,软件测试
1107,2,3,6,技术支持工程师,技术支持工程师
1108,2,2,0,科研人员,科研人员
1109,2,1,2,软件测试,软件测试
1110,0,2,0,硬件测试,硬件测试
1111,0,4,0,科研人员,科研人员
1112,2,8,0,Java,Java
1113,2,10,0,前端开发,前端开发
1114,2,11,0,Java,Java
1115,2,1,0,软件测试,软件测试
1116,5,6,6,科研人员,科研人员
1117,2,0,5,科研人员,科研人员
1118,2,5,4,实施工程师,实施工程师
1119,0,0,0,前端开发,前端开发
1120,0,5,3,硬件测试,硬件测试
1121,0,12,3,C/C++,C/C++
1122,0,4,0,科研人员,科研人员
1123,0,1,0,实施工程师,实施工程师
1124,2,2,4,科研人员,科研人员
1125,0,3,0,技术支持工程师,技术支持工程师
1126,2,7,0,实施工程师,实施工程师
1127,0,5,0,硬件测试,硬件测试
1128,0,5,0,C/C++,C/C++
1129,2,1,0,软件测试,软件测试
1130,0,3,7,实施工程师,实施工程师
1131,2,23,5,Java,Java
1132,0,17,4,软件测试,软件测试
1133,0,2,0,科研人员,科研人员
1134,0,0,0,科研人员,科研人员
1135,2,10,4,硬件测试,硬件测试
1136,2,2,2,软件测试,软件测试
1137,2,1,2,软件测试,软件测试
1138,0,5,0,硬件测试,硬件测试
1139,2,24,8,Java,Java
1140,0,15,1,Java,Java
1141,2,3,1,技术支持工程师,技术支持工程师
1142,2,1,0,测试工程师,测试工程师
1143,0,0,0,Java,Java
1144,0,0,0,技术支持工程师,技术支持工程师
1145,0,6,0,Java,Java
1146,2,1,0,软件测试,软件测试
1147,0,7,0,Java,Java
1148,0,2,0,软件测试,软件测试
1149,0,1,0,硬件测试,硬件测试
1150,0,0,0,测试工程师,测试工程师
1151,0,5,1,测试工程师,测试工程师
1152,0,22,0,Java,Java
1153,2,16,0,C/C++,C/C++
1154,0,0,0,科研人员,科研人员
1155,0,21,0,Java,Java
1156,0,0,0,测试工程师,测试工程师
1157,0,16,0,测试工程师,测试工程师
1158,0,0,0,科研人员,科研人员
1159,0,0,0,技术支持工程师,技术支持工程师
1160,2,14,0,前端开发,前端开发
1161,2,1,1,科研人员,科研人员
1162,0,15,1,Java,Java
1163,2,17,3,实施工程师,实施工程师
1164,2,4,0,Java,Java
1165,0,5,5,软件测试,软件测试
1166,2,3,0,硬件测试,硬件测试
1167,2,1,4,软件测试,软件测试
1168,0,3,0,技术支持工程师,技术支持工程师
1169,0,5,1,软件测试,软件测试
1170,6,1,2,科研人员,科研人员
1171,2,4,3,实施工程师,实施工程师
1172,0,8,2,前端开发,前端开发
1173,0,1,0,硬件测试,硬件测试
1174,0,0,0,测试工程师,测试工程师
1175,2,2,0,科研人员,科研人员
1176,0,0,0,测试工程师,测试工程师
1177,0,5,0,硬件测试,硬件测试
1178,0,22,0,Java,Java
1179,0,22,3,Java,Java
1180,0,9,4,软件测试,软件测试
1181,0,1,0,硬件测试,硬件测试
1182,0,0,0,技术支持工程师,技术支持工程师
1183,2,5,0,科研人员,科研人员
1184,2,3,3,技术支持工程师,技术支持工程师
1185,0,0,0,科研人员,科研人员
1186,0,21,0,Java,Java
1187,2,15,0,Java,Java
1188,0,0,0,实施工程师,实施工程师
1189,3,6,7,实施工程师,实施工程师
1190,0,1,5,技术支持工程师,技术支持工程师
1191,0,1,0,软件测试,软件测试
1192,0,0,0,硬件测试,硬件测试
1193,0,7,2,C/C++,C/C++
1194,0,18,9,测试工程师,测试工程师
1195,0,13,7,C/C++,C/C++
1196,2,3,2,C/C++,C/C++
1197,0,7,4,软件测试,软件测试
1198,2,1,0,软件测试,软件测试
1199,2,0,0,科研人员,科研人员
1200,0,5,0,硬件测试,硬件测试
1201,2,1,4,科研人员,科研人员
1202,0,19,0,前端开发,前端开发
1203,0,8,1,前端开发,前端开发
1204,0,2,2,硬件测试,硬件测试
1205,2,3,3,实施工程师,实施工程师
1206,3,2,0,测试工程师,测试工程师
1207,2,3,2,硬件测试,硬件测试
1208,0,0,0,Java,Java
1209,0,0,0,测试工程师,测试工程师
1210,0,5,0,硬件测试,硬件测试
1211,2,3,1,实施工程师,实施工程师
1212,0,18,6,Java,Java
1213,2,3,3,软件测试,软件测试
1214,2,3,6,实施工程师,实施工程师
1215,0,15,1,Java,Java
1216,0,0,0,科研人员,科研人员
1217,4,9,3,测试工程师,测试工程师
1218,2,1,0,软件测试,软件测试
1219,4,8,0,软件测试,软件测试
1220,2,6,0,C/C++,C/C++
1221,2,2,2,技术支持工程师,技术支持工程师
1222,2,1,1,科研人员,科研人员
1223,1,1,4,软件测试,软件测试
1224,2,10,0,C/C++,C/C++
1225,4,0,0,科研人员,科研人员
1226,2,13,8,前端开发,前端开发
1227,2,5,7,科研人员,科研人员
1228,0,11,2,Java,Java
1229,0,1,0,实施工程师,实施工程师
1230,2,4,0,测试工程师,测试工程师
1231,0,1,0,软件测试,软件测试
1232,0,1,0,技术支持工程师,技术支持工程师
1233,0,2,0,测试工程师,测试工程师
1234,0,17,0,Java,Java
1235,0,4,5,实施工程师,实施工程师
1236,0,6,0,实施工程师,实施工程师
1237,0,3,0,技术支持工程师,技术支持工程师
1238,0,17,5,Java,Java
1239,0,1,0,测试工程师,测试工程师
1240,0,9,2,前端开发,前端开发
1241,0,3,0,硬件测试,硬件测试
1242,0,21,0,Java,Java
1243,0,3,0,实施工程师,实施工程师
1244,2,14,8,前端开发,前端开发
1245,0,1,0,技术支持工程师,技术支持工程师
1246,0,0,0,技术支持工程师,技术支持工程师
1247,2,1,4,软件测试,软件测试
1248,2,1,0,测试工程师,测试工程师
1249,1,3,6,实施工程师,实施工程师
1250,2,4,0,Java,Java
1251,2,3,4,硬件测试,硬件测试
1252,0,15,1,Java,Java
1253,2,1,0,软件测试,软件测试
1254,0,5,0,硬件测试,硬件测试
1255,3,5,2,技术支持工程师,技术支持工程师
1256,0,6,5,技术支持工程师,技术支持工程师
1257,0,2,2,硬件测试,硬件测试
1258,0,3,0,实施工程师,实施工程师
1259,0,1,7,测试工程师,测试工程师
1260,2,5,5,技术支持工程师,技术支持工程师
1261,0,3,0,前端开发,前端开发
1262,2,0,0,科研人员,科研人员
1263,4,17,2,Java,Java
1264,2,1,0,测试工程师,测试工程师
1265,2,10,4,前端开发,前端开发
1266,2,1,0,科研人员,科研人员
1267,0,0,0,测试工程师,测试工程师
1268,0,7,0,Java,Java
1269,2,10,4,C/C++,C/C++
1270,0,3,0,测试工程师,测试工程师
1271,0,1,0,硬件测试,硬件测试
1272,2,7,0,软件测试,软件测试
1273,2,2,3,测试工程师,测试工程师
1274,0,0,0,前端开发,前端开发
1275,2,6,2,Java,Java
1276,2,12,6,技术支持工程师,技术支持工程师
1277,2,10,7,C/C++,C/C++
1278,0,0,0,Java,Java
1279,2,1,0,测试工程师,测试工程师
1280,0,4,5,实施工程师,实施工程师
1281,0,3,0,Java,Java
1282,2,2,0,实施工程师,实施工程师
1283,0,0,0,技术支持工程师,技术支持工程师
1284,0,0,0,Java,Java
1285,0,9,2,软件测试,软件测试
1286,0,9,2,前端开发,前端开发
1287,2,2,0,软件测试,软件测试
1288,2,15,0,测试工程师,测试工程师
1289,0,5,1,Java,Java
1290,2,1,0,软件测试,软件测试
1291,0,5,0,C/C++,C/C++
1292,4,1,2,科研人员,科研人员
1293,2,8,2,C/C++,C/C++
1294,2,3,3,软件测试,软件测试
1295,0,5,0,测试工程师,测试工程师
1296,2,0,2,科研人员,科研人员
1297,2,4,4,测试工程师,测试工程师
1298,2,0,0,C/C++,C/C++
1299,2,2,1,科研人员,科研人员
1300,2,3,0,实施工程师,实施工程师
1301,0,5,0,C/C++,C/C++
1302,0,5,1,测试工程师,测试工程师
1303,2,5,0,测试工程师,测试工程师
1304,0,5,1,测试工程师,测试工程师
1305,0,0,0,科研人员,科研人员
1306,0,15,0,Java,Java
1307,0,1,0,硬件测试,硬件测试
1308,2,0,0,软件测试,软件测试
1309,0,3,0,科研人员,科研人员
1310,2,0,0,科研人员,科研人员
1311,2,12,8,Java,Java
1312,0,16,0,Java,Java
1313,0,1,3,测试工程师,测试工程师
1314,0,8,1,前端开发,前端开发
1315,0,0,0,硬件测试,硬件测试
1316,2,1,0,测试工程师,测试工程师
1317,0,0,0,科研人员,科研人员
1318,0,0,0,技术支持工程师,技术支持工程师
1319,0,9,2,Java,Java
1320,0,8,6,测试工程师,测试工程师
1321,2,0,0,科研人员,科研人员
1322,2,3,0,科研人员,科研人员
1323,2,1,1,科研人员,科研人员
1324,0,13,2,Java,Java
1325,0,2,0,技术支持工程师,技术支持工程师
1326,4,6,5,软件测试,软件测试
1327,0,5,1,软件测试,软件测试
1328,0,0,0,C/C++,C/C++
1329,0,7,0,软件测试,软件测试
1330,0,2,0,技术支持工程师,技术支持工程师
1331,0,2,0,技术支持工程师,技术支持工程师
1332,0,3,0,技术支持工程师,技术支持工程师
1333,0,1,4,硬件测试,硬件测试
1334,0,0,0,科研人员,科研人员
1335,2,8,3,Java,Java
1336,2,3,7,科研人员,科研人员
1337,2,9,2,测试工程师,测试工程师
1338,0,0,0,硬件测试,硬件测试
1339,2,7,0,软件测试,软件测试
1340,2,5,10,实施工程师,实施工程师
1341,0,7,0,Java,Java
1342,0,1,0,软件测试,软件测试
1343,0,0,0,实施工程师,实施工程师
1344,2,3,1,硬件测试,硬件测试
1345,0,17,0,Java,Java
1346,0,2,0,软件测试,软件测试
1347,0,3,2,实施工程师,实施工程师
1348,0,0,0,Java,Java
1349,0,8,9,前端开发,前端开发
1350,0,14,0,Java,Java
1351,2,12,2,软件测试,软件测试
1352,2,1,6,实施工程师,实施工程师
1353,0,0,0,实施工程师,实施工程师
1354,0,3,0,实施工程师,实施工程师
1355,2,5,10,软件测试,软件测试
1356,2,2,4,测试工程师,测试工程师
1357,2,9,5,C/C++,C/C++
1358,2,1,2,实施工程师,实施工程师
1359,2,2,0,硬件测试,硬件测试
1360,2,5,0,Java,Java
1361,0,3,0,实施工程师,实施工程师
1362,0,3,0,实施工程师,实施工程师
1363,2,8,0,C/C++,C/C++
1364,0,13,0,C/C++,C/C++
1365,2,1,0,硬件测试,硬件测试
1366,0,1,0,测试工程师,测试工程师
1367,0,22,1,Java,Java
1368,2,2,2,技术支持工程师,技术支持工程师
1369,0,7,2,测试工程师,测试工程师
1370,0,13,0,Java,Java
1371,0,0,0,实施工程师,实施工程师
1372,2,1,1,软件测试,软件测试
1373,0,2,0,实施工程师,实施工程师
1374,2,5,4,C/C++,C/C++
1375,0,0,0,科研人员,科研人员
1376,0,0,0,实施工程师,实施工程师
1377,0,8,0,C/C++,C/C++
1378,0,12,0,前端开发,前端开发
1379,2,4,5,技术支持工程师,技术支持工程师
1380,2,3,0,测试工程师,测试工程师
1381,2,5,8,科研人员,科研人员
1382,0,0,0,Java,Java
1383,2,3,2,实施工程师,实施工程师
1384,2,1,5,科研人员,科研人员
1385,2,3,3,技术支持工程师,技术支持工程师
1386,2,1,5,实施工程师,实施工程师
1387,2,20,5,C/C++,C/C++
1388,0,5,0,Java,Java
1389,2,16,3,前端开发,前端开发
1390,2,12,0,Java,Java
1391,0,5,8,软件测试,软件测试
1392,2,1,0,科研人员,科研人员
1393,0,0,0,C/C++,C/C++
1394,0,6,0,实施工程师,实施工程师
1395,0,15,6,Java,Java
1396,0,0,0,Java,Java
1397,0,0,0,测试工程师,测试工程师
1398,2,1,0,测试工程师,测试工程师
1399,1,5,3,测试工程师,测试工程师
1400,0,0,0,科研人员,科研人员
1401,2,1,0,测试工程师,测试工程师
1402,4,5,0,C/C++,C/C++
1403,2,14,3,实施工程师,实施工程师
1404,1,5,4,测试工程师,测试工程师
1405,0,2,3,技术支持工程师,技术支持工程师
1406,3,5,2,C/C++,C/C++
1407,0,1,0,技术支持工程师,技术支持工程师
1408,0,14,0,Java,Java
1409,0,5,1,技术支持工程师,技术支持工程师
1410,0,0,0,软件测试,软件测试
1411,2,1,2,科研人员,科研人员
1412,0,7,0,Java,Java
1413,0,5,0,科研人员,科研人员
1414,0,2,0,软件测试,软件测试
1415,2,4,0,科研人员,科研人员
1416,0,18,9,测试工程师,测试工程师
1417,0,7,2,C/C++,C/C++
1418,0,3,2,实施工程师,实施工程师
1419,2,6,6,C/C++,C/C++
1420,2,10,0,科研人员,科研人员
1421,2,3,4,技术支持工程师,技术支持工程师
1422,3,11,0,Java,Java
1423,0,32,3,实施工程师,实施工程师
1424,0,1,0,测试工程师,测试工程师
1425,0,0,0,Java,Java
1426,2,1,1,科研人员,科研人员
1427,2,3,3,科研人员,科研人员
1428,0,0,0,科研人员,科研人员
1429,0,5,0,硬件测试,硬件测试
1430,2,1,3,测试工程师,测试工程师
1431,2,6,6,科研人员,科研人员
1432,3,12,0,Java,Java
1433,0,1,0,实施工程师,实施工程师
1434,0,3,1,科研人员,科研人员
1435,0,13,2,Java,Java
1436,0,3,0,技术支持工程师,技术支持工程师
1437,2,1,0,软件测试,软件测试
1438,2,3,7,科研人员,科研人员
1439,1,2,2,硬件测试,硬件测试
1440,2,12,5,软件测试,软件测试
1441,0,0,0,实施工程师,实施工程师
1442,2,7,3,C/C++,C/C++
1443,0,12,1,Java,Java
1444,0,3,0,实施工程师,实施工程师
1445,0,0,0,硬件测试,硬件测试
1446,0,2,0,软件测试,软件测试
1447,2,11,10,实施工程师,实施工程师
1448,0,7,4,软件测试,软件测试
1449,0,11,10,测试工程师,测试工程师
1450,2,10,0,Java,Java
1451,2,3,2,实施工程师,实施工程师
1452,2,5,7,测试工程师,测试工程师
1453,0,6,5,技术支持工程师,技术支持工程师
1454,2,4,1,测试工程师,测试工程师
1455,3,1,2,实施工程师,实施工程师
1456,0,4,1,实施工程师,实施工程师
